,A,B,C,D
0,0.913779116,0.494245058,0,0.419534058
1,0.942700852,0.314235719,0,1.628465133
2,1.003201769,-0.085209445,0,2.088411215
3,1.087296798,0.252642008,0,1.83465479
4,1.075814284,0.40558087,0,1.670233415
5,0.32353044,-0.408097898,0,0.731628338
6,1.274743836,-0.38457345,0,1.659317286
7,2.468646641,-0.474031649,0,2.94267829
8,0.482676239,0.258992463,0,1.223683776
9,0.880983163,0.596746271,0,1.284236893
10,0.909526826,1.0916615,0,-0.182134674
11,1.369136668,0.224045763,0,2.145090905
12,-0.176997576,-0.202475279,0,2.025477703
13,0.263537902,-0.322052942,0,2.585590843
14,0.018788099,0.161325791,0,-0.142537691
15,0.808702423,0.81211865,0,-0.003416227
16,0.585512642,0.02288896,0,0.562623682
17,0.909872267,-0.400824091,0,2.310696358
18,0.070535387,-0.278879502,0,0.34941489
19,-0.433384736,1.474883396,0,-0.908268131
20,0.768109184,0.274560201,0,2.493548983
21,1.877174568,0.016876244,0,2.860298324
22,0.762793943,-0.165771532,0,1.928565475
23,4.699264676,1.366788991,0,3.332475685
24,0.748095659,-0.436619337,0,2.184714996
25,-1.131583197,-0.319322441,0,0.187739245
26,1.996466702,0.110545445,0,3.885921256
27,0.871359087,0.429414007,0,0.44194508
28,1.069266412,0.614179717,0,1.455086695
29,0.017714343,-0.08495531,0,0.102669653
30,1.48203122,1.372659122,0,0.109372098
31,1.242765782,1.558185077,0,0.684580705
32,1.160805509,-0.668208394,0,1.829013903
33,2.650890647,-0.44052992,0,4.091420568
34,0.966362147,0.805479424,0,0.160882723
35,0.844354373,0.902195809,0,-0.057841437
36,-0.237327047,-0.579114039,0,1.341786992
37,1.663064451,-0.334208907,0,1.997273359
38,1.94796271,1.228926718,0,1.719035992
39,0.9710058,-0.416163905,0,1.387169706
40,1.129890116,0.323349676,0,1.80654044
41,1.298935509,-0.45635615,0,2.75529166
42,1.32805913,0.976664642,0,1.351394488
43,4.953327945,-0.6609093,0,5.614237245
44,0.354698203,0.256028204,0,2.098669999
45,0.652878138,0.02472018,0,0.628157958
46,1.015538955,0.985709155,0,1.029829799
47,1.697022083,-0.269147964,0,3.966170048
48,2.778144096,-0.51251291,0,4.290657007
49,0.992511077,0.386093351,0,1.606417725
50,0.413627718,-0.264572568,0,0.678200286
51,0.166658652,-0.021766388,0,2.18842504
52,5.43057796,-0.262375565,0,5.692953524
53,0.976500909,0.432798121,0,1.543702787
54,1.296146861,0.875057379,0,2.421089481
55,1.312021453,0.0893185,0,2.222702953
56,1.680009705,0.748213324,0,1.93179638
57,1.185354266,0.384033829,0,0.801320437
58,0.849491369,0.491676056,0,0.357815312
59,0.657054967,-0.450314823,0,1.10736979
60,0.319956425,1.288476581,0,1.031479844
61,2.351368574,0.157898102,0,2.193470472
62,0.11112903,1.46239666,0,-1.35126763
63,0.273714558,0.236800922,0,0.036913636
64,0.641022834,-0.743925139,0,1.384947973
65,0.802894168,1.3001984,0,-0.497304232
66,2.705005311,-0.506693755,0,4.211699065
67,4.529146455,-0.271382817,0,5.800529273
68,-0.957919721,0.143413058,0,-1.101332779
69,0.778471711,0.295152867,0,2.483318844
70,0.131813982,1.317199509,0,-1.185385526
71,-0.041846246,-0.59141048,0,2.549564233
72,1.133416578,-0.615383271,0,1.748799849
73,0.907166768,0.658695625,0,2.248471143
74,0.203693791,-0.16692276,0,0.370616552
75,0.684577936,1.543734043,0,-0.859156108
76,0.436380426,-0.151939016,0,0.588319442
77,-1.217236209,-0.08589459,0,-0.131341619
78,0.667691497,-0.395477646,0,2.063169143
79,0.13264277,0.774365235,0,0.358277535
80,1.643914562,0.328019277,0,1.315895286
81,-2.352491053,-0.186161669,0,-2.166329383
82,2.353709468,0.158750724,0,4.194958744
83,2.114584087,1.66769512,0,0.446888966
84,-1.418957382,1.468996487,0,-0.887953869
85,0.66911117,-0.456980541,0,1.12609171
86,2.354202928,-0.155155372,0,3.5093583
87,1.109291015,0.104422716,0,1.004868299
88,-0.366809548,-0.443099437,0,0.076289889
89,-1.011703828,-0.042466834,0,0.030763005
90,-1.076027588,1.911005456,0,-1.987033045
91,0.424225946,0.269749932,0,1.154476014
92,3.257834744,-0.546090234,0,3.803924978
93,-3.477169283,0.057555231,0,-3.534724513
94,1.149852618,0.167984908,0,1.98186771
95,1.334097115,1.418614298,0,-0.084517182
96,1.895341487,-0.359148103,0,2.25448959
97,0.914049605,1.13231458,0,1.781735025
98,1.449042526,-0.176466024,0,1.62550855
99,0.428416157,-0.175280888,0,1.603697045
