,A,B,C,D
0,0.237120806,0.4243261,-0.902748113,0
1,0.404192182,-0.21562302,-0.176323779,0
2,2.426317029,-0.059161742,-0.199093516,0
3,3.371734472,1.385845494,2.37974579,0
4,2.267293547,0.631959006,0.423622331,0
5,4.03763945,-0.379247303,-0.54536551,0
6,1.122361685,-0.138143591,-0.722711057,0
7,2.882460715,-0.481813134,-0.298364521,0
8,1.394951086,0.254554664,0.583200239,0
9,1.328469122,-0.53873582,0.711362722,0
10,1.904428643,0.988216121,0.694382493,0
11,0.033323076,-0.130301924,1.251222886,0
12,0.040340772,0.683266851,-0.988891389,0
13,1.407196397,-0.133498554,-0.772183689,0
14,-0.925997884,0.654556144,-0.73283889,0
15,2.671225953,0.741054179,1.550486552,0
16,0.166205683,1.422531823,-1.558578649,0
17,-1.661446783,1.253447358,-2.260405192,0
18,0.67998157,0.36115866,-0.345651183,0
19,1.021584459,-0.524642855,-0.994173907,0
20,3.391983468,0.001804712,1.682759944,0
21,4.953877459,0.199590645,2.52841754,0
22,3.876761459,0.110331754,-0.024897485,0
23,0.003597106,0.0636422,-1.684889159,0
24,2.542694073,1.327220454,0.838702417,0
25,-0.573276723,-0.046620704,-1.409365176,0
26,2.130508162,-0.289074188,1.823955843,0
27,-1.426784688,1.876810136,-1.794440994,0
28,1.084717802,0.341310727,0.056097786,0
29,3.054100411,-0.63932178,0.969101159,0
30,1.408000768,0.923993034,0.497068381,0
31,4.324885928,1.3332339,3.828296133,0
32,0.853236965,1.149861218,0.596199403,0
33,-1.65474213,-0.196724975,-1.336157354,0
34,1.489607836,1.372882442,-0.248247417,0
35,0.380247586,0.796276197,-0.617524451,0
36,0.200155224,1.256453389,-0.783098236,0
37,-1.2846218,-0.02963374,-0.417623725,0
38,1.676264968,0.754542357,0.350229743,0
39,0.478399466,-0.425991764,-0.815962096,0
40,-1.665141217,-0.483705327,-1.19385647,0
41,2.329589478,0.529059268,1.421376433,0
42,3.629950835,0.961016431,-0.400796863,0
43,-0.981390145,0.127873376,-0.791291921,0
44,-0.211852722,-0.281869675,-0.503756179,0
45,0.894880999,-0.179726936,0.679915613,0
46,-1.309386184,-0.036614773,-2.519377667,0
47,0.636431664,0.178796053,0.30822917,0
48,1.713919402,-0.706187397,-1.067493498,0
49,3.988184068,-0.623328319,0.666424135,0
50,-2.704793471,0.685140244,0.716423875,0
51,0.165072741,-0.481589709,-0.612676268,0
52,3.313333077,1.089024846,2.299600526,0
53,2.576655734,1.222544217,2.046212657,0
54,0.207339268,0.970141517,-0.376633456,0
55,-0.009378691,0.559025531,-1.004272738,0
56,3.276008825,1.161852126,2.321149191,0
57,1.383881775,0.675276044,0.18107924,0
58,1.737154947,-0.044768772,-0.54307875,0
59,2.66468666,1.409199969,-0.844738592,0
60,2.833597109,1.289860626,1.392704573,0
61,1.322480915,-0.393969685,0.111537078,0
62,3.49592133,-0.688925948,1.573886436,0
63,1.322053708,-0.165576333,1.726808031,0
64,0.602566452,-0.293938319,-1.025492549,0
65,2.359699532,-0.416764006,-0.518085578,0
66,3.351581691,-0.196149673,-0.664698775,0
67,-0.407234891,1.472750712,-0.584584009,0
68,5.207757096,-0.341809756,0.162028191,0
69,0.048830676,0.480353717,0.143268802,0
70,0.79864577,-0.309264934,-0.690583039,0
71,1.813036333,0.019968081,0.815337221,0
72,2.303001351,-0.013642937,0.881138117,0
73,2.848354937,-0.102284061,0.313309519,0
74,1.811146631,1.169917922,0.721611977,0
75,4.714474491,-0.208690762,2.128761476,0
76,1.591115816,0.123584708,0.895927515,0
77,0.857164482,-0.050803671,-0.91616486,0
78,3.352807736,1.402298745,1.827588826,0
79,-1.892657756,-0.201203735,0.252877731,0
80,3.63153643,0.536528754,2.402280377,0
81,5.542359161,-0.743930898,1.144023226,0
82,1.686704368,-0.128590678,-0.095499899,0
83,1.474311093,-0.001022427,0.17988158,0
84,0.182365192,-0.537868883,-1.18208438,0
85,2.964116459,0.59570675,1.902283601,0
86,1.758516722,-0.076824114,0.575617805,0
87,1.148742745,-0.36619339,0.686034107,0
88,0.052267263,-0.20155703,-0.488683546,0
89,2.168932454,1.315452233,0.929905217,0
90,3.530415531,-0.319750323,1.257270583,0
91,-1.216082344,0.76337321,-2.29649891,0
92,1.737379333,-0.319580873,1.260061178,0
93,0.978190517,-0.046274444,-0.059669122,0
94,1.036782216,-0.437056813,-0.36834145,0
95,0.895119937,-0.594735078,-0.692823269,0
96,2.882319875,1.16048031,1.58977602,0
97,4.218381368,-0.257789257,0.187067224,0
98,2.956137841,1.511052887,1.799898134,0
99,1.950792287,-0.100573742,1.032310367,0
